cluster,confidence_max,confidence_min,end_time,location_x,location_y,reliability_max,reliability_min,start_time,thumbs_up,uuid count,interactions,point,pareto
175,0,0,2019-02-04 03:59:00,-46.59245500000003,-23.54433500000001,5,5,2019-02-04 02:44:00,0,2,2,POINT (-46.59245500000003 -23.54433500000001),91.74418604651163
156,0,0,2019-02-04 03:27:00,-46.67483700000002,-23.58764100000002,6,5,2019-02-04 02:20:00,1,1,2,POINT (-46.67483700000002 -23.58764100000002),91.86046511627907
58,0,0,2019-02-04 10:16:00,-46.68213300000002,-23.57451300000001,7,5,2019-02-04 09:59:00,1,1,2,POINT (-46.68213300000002 -23.57451300000001),91.97674418604652
177,0,0,2019-02-04 12:25:00,-46.66683300000007,-23.513461999999965,6,5,2019-02-04 11:23:00,1,1,2,POINT (-46.66683300000007 -23.51346199999997),92.09302325581395
232,0,0,2019-02-04 11:22:00,-46.66462499999992,-23.57498099999999,7,5,2019-02-04 10:10:00,1,1,2,POINT (-46.66462499999992 -23.57498099999999),92.20930232558139
152,0,0,2019-02-04 19:16:00,-46.64744900000004,-23.67057399999999,7,5,2019-02-04 18:16:00,1,1,2,POINT (-46.64744900000004 -23.67057399999999),92.32558139534883
37,0,0,2019-02-04 10:46:00,-46.66943500000001,-23.566221000000006,5,5,2019-02-04 09:43:00,0,2,2,POINT (-46.66943500000001 -23.56622100000001),92.44186046511628
244,0,0,2019-02-04 07:36:00,-46.5822440000001,-23.619267999999963,6,5,2019-02-04 05:44:00,1,1,2,POINT (-46.5822440000001 -23.61926799999996),92.55813953488372
181,0,0,2019-02-04 06:24:00,-46.71000800000001,-23.62636500000001,6,5,2019-02-04 05:24:00,1,1,2,POINT (-46.71000800000001 -23.62636500000001),92.67441860465117
274,0,0,2019-02-04 11:37:00,-46.65522299999999,-23.59629600000001,7,5,2019-02-04 11:12:00,1,1,2,POINT (-46.65522299999999 -23.59629600000001),92.79069767441861
62,0,0,2019-02-04 14:52:00,-46.605465000000024,-23.525206999999995,6,5,2019-02-04 11:58:00,0,2,2,POINT (-46.60546500000002 -23.52520699999999),92.90697674418605
246,0,0,2019-02-04 11:42:00,-46.64314100000001,-23.548185000000025,6,6,2019-02-04 10:41:00,1,1,2,POINT (-46.64314100000001 -23.54818500000003),93.02325581395348
183,0,0,2019-02-04 07:34:00,-46.741258999999964,-23.51707899999998,6,5,2019-02-04 05:00:00,0,2,2,POINT (-46.74125899999996 -23.51707899999998),93.13953488372093
86,0,0,2019-02-04 07:35:00,-46.68748700000007,-23.74893399999999,6,5,2019-02-04 06:02:00,1,1,2,POINT (-46.68748700000007 -23.74893399999999),93.25581395348837
229,0,0,2019-02-04 10:56:00,-46.784868000000046,-23.68070200000004,6,5,2019-02-04 09:54:00,1,1,2,POINT (-46.78486800000005 -23.68070200000004),93.37209302325581
138,0,0,2019-02-04 10:24:00,-46.69220700000002,-23.586042000000006,7,7,2019-02-04 10:10:00,1,1,2,POINT (-46.69220700000002 -23.58604200000001),93.48837209302326
82,0,0,2019-02-04 03:59:00,-46.618487000000066,-23.532547999999966,6,5,2019-02-04 02:49:00,1,1,2,POINT (-46.61848700000007 -23.53254799999997),93.6046511627907
212,0,0,2019-02-04 09:14:00,-46.59558549999997,-23.58678850000001,5,5,2019-02-04 06:33:00,0,2,2,POINT (-46.59558549999997 -23.58678850000001),93.72093023255815
80,0,0,2019-02-04 04:04:00,-46.669206999999965,-23.63263500000001,6,5,2019-02-04 03:14:00,0,1,1,POINT (-46.66920699999996 -23.63263500000001),93.77906976744185
4,0,0,2019-02-04 07:36:00,-46.49654899999997,-23.582748999999968,6,5,2019-02-04 06:14:00,0,1,1,POINT (-46.49654899999997 -23.58274899999997),93.83720930232558
75,0,0,2019-02-04 09:03:00,-46.62553200000002,-23.53314,5,5,2019-02-04 08:23:00,0,1,1,POINT (-46.62553200000002 -23.53314),93.8953488372093
79,0,0,2019-02-04 10:41:00,-46.77258299999996,-23.58362899999998,6,5,2019-02-04 09:40:00,0,1,1,POINT (-46.77258299999996 -23.58362899999998),93.95348837209302
60,0,0,2019-02-04 03:58:00,-46.60257900000001,-23.54814899999998,5,5,2019-02-04 02:58:00,0,1,1,POINT (-46.60257900000001 -23.54814899999998),94.01162790697674
9,0,0,2019-02-04 09:02:00,-46.478634999999954,-23.51538499999999,5,5,2019-02-04 08:02:00,0,1,1,POINT (-46.47863499999995 -23.51538499999999),94.06976744186046
50,0,0,2019-02-04 07:22:00,-46.57779100000007,-23.552036999999967,5,5,2019-02-04 06:01:00,0,1,1,POINT (-46.57779100000007 -23.55203699999997),94.12790697674419
34,0,0,2019-02-04 05:47:00,-46.627103783333276,-23.554870483333374,6,5,2019-02-04 04:48:00,0,1,1,POINT (-46.62710378333328 -23.55487048333337),94.18604651162791
41,0,0,2019-02-04 07:31:00,-46.58725800000001,-23.58486199999999,5,5,2019-02-04 06:13:00,0,1,1,POINT (-46.58725800000001 -23.58486199999999),94.24418604651163
33,0,0,2019-02-04 07:36:00,-46.65573499999997,-23.519679,5,5,2019-02-04 06:37:00,0,1,1,POINT (-46.65573499999997 -23.519679),94.30232558139535
31,0,0,2019-02-04 11:11:00,-46.63609099999998,-23.56379900000001,5,5,2019-02-04 10:12:00,0,1,1,POINT (-46.63609099999998 -23.56379900000001),94.36046511627907
48,0,0,2019-02-04 03:57:00,-46.600869,-23.550518999999966,5,5,2019-02-04 02:56:00,0,1,1,POINT (-46.600869 -23.55051899999997),94.4186046511628
49,0,0,2019-02-04 05:09:00,-46.54683400000007,-23.534744000000032,5,5,2019-02-04 04:09:00,0,1,1,POINT (-46.54683400000007 -23.53474400000003),94.47674418604652
51,0,0,2019-02-04 05:57:00,-46.65829100000003,-23.60590099999998,5,5,2019-02-04 04:58:00,0,1,1,POINT (-46.65829100000003 -23.60590099999998),94.53488372093024
12,0,0,2019-02-04 02:46:00,-46.72211500000002,-23.512393999999986,6,5,2019-02-04 02:25:00,0,1,1,POINT (-46.72211500000002 -23.51239399999999),94.59302325581395
26,0,0,2019-02-04 07:54:00,-46.605405,-23.654927,5,5,2019-02-04 07:54:00,0,1,1,POINT (-46.605405 -23.654927),94.65116279069767
61,0,0,2019-02-04 04:01:00,-46.52613699999997,-23.53194000000001,5,5,2019-02-04 03:01:00,0,1,1,POINT (-46.52613699999997 -23.53194000000001),94.70930232558139
16,0,0,2019-02-04 04:14:00,-46.68012200000005,-23.59833400000001,5,5,2019-02-04 03:15:00,0,1,1,POINT (-46.68012200000005 -23.59833400000001),94.76744186046511
66,0,0,2019-02-04 11:32:00,-46.63072999999999,-23.539526000000013,5,5,2019-02-04 10:32:00,0,1,1,POINT (-46.63072999999999 -23.53952600000001),94.82558139534883
14,0,0,2019-02-04 04:51:00,-46.539212,-23.501513,6,5,2019-02-04 04:47:00,0,1,1,POINT (-46.539212 -23.501513),94.88372093023256
71,0,0,2019-02-04 07:37:00,-46.67182099999997,-23.770216,5,5,2019-02-04 06:38:00,0,1,1,POINT (-46.67182099999997 -23.770216),94.94186046511628
85,0,0,2019-02-04 07:38:00,-46.678629,-23.664033999999962,5,5,2019-02-04 05:38:00,0,1,1,POINT (-46.678629 -23.66403399999996),95.0
282,0,0,2019-02-04 03:34:00,-46.59603400000002,-23.63093000000002,5,5,2019-02-04 02:35:00,0,1,1,POINT (-46.59603400000002 -23.63093000000002),95.05813953488372
87,0,0,2019-02-04 04:32:00,-46.68700800000001,-23.501168000000003,5,5,2019-02-04 03:33:00,0,1,1,POINT (-46.68700800000001 -23.501168),95.11627906976744
218,0,0,2019-02-04 08:05:00,-46.58664900000003,-23.63,5,5,2019-02-04 07:18:00,0,1,1,POINT (-46.58664900000003 -23.63),95.17441860465117
237,0,0,2019-02-04 04:38:00,-46.675314000000036,-23.519262999999984,5,5,2019-02-04 03:39:00,0,1,1,POINT (-46.67531400000004 -23.51926299999998),95.23255813953489
235,0,0,2019-02-04 07:39:00,-46.695207000000046,-23.602409999999978,5,5,2019-02-04 06:39:00,0,1,1,POINT (-46.69520700000005 -23.60240999999998),95.29069767441861
234,0,0,2019-02-04 09:38:00,-46.60271000000004,-23.522495000000013,6,5,2019-02-04 08:37:00,0,1,1,POINT (-46.60271000000004 -23.52249500000001),95.34883720930233
233,0,0,2019-02-04 04:34:00,-46.690752999999994,-23.625701,6,5,2019-02-04 03:35:00,0,1,1,POINT (-46.69075299999999 -23.625701),95.40697674418605
231,0,0,2019-02-04 09:59:00,-46.69733599999997,-23.515106999999983,5,5,2019-02-04 09:20:00,0,1,1,POINT (-46.69733599999997 -23.51510699999998),95.46511627906976
227,0,0,2019-02-04 05:56:00,-46.67616200000005,-23.778812999999975,5,5,2019-02-04 04:57:00,0,1,1,POINT (-46.67616200000005 -23.77881299999997),95.52325581395348
224,0,0,2019-02-04 08:28:00,-46.627942,-23.529879,5,5,2019-02-04 08:15:00,0,1,1,POINT (-46.627942 -23.529879),95.5813953488372
223,0,0,2019-02-04 05:30:00,-46.59815600000001,-23.600885,6,5,2019-02-04 04:30:00,0,1,1,POINT (-46.59815600000001 -23.600885),95.63953488372093
217,0,0,2019-02-04 04:43:00,-46.60151299999999,-23.61664200000001,6,5,2019-02-04 04:28:00,0,1,1,POINT (-46.60151299999999 -23.61664200000001),95.69767441860465
202,0,0,2019-02-04 10:19:00,-46.70258299999993,-23.571766000000014,5,5,2019-02-04 09:18:00,0,1,1,POINT (-46.70258299999993 -23.57176600000001),95.75581395348837
215,0,0,2019-02-04 10:20:00,-46.592982,-23.61319400000001,5,5,2019-02-04 09:18:00,0,1,1,POINT (-46.592982 -23.61319400000001),95.81395348837209
214,0,0,2019-02-04 07:23:00,-46.697861000000074,-23.674723000000032,5,5,2019-02-04 06:03:00,0,1,1,POINT (-46.69786100000007 -23.67472300000003),95.87209302325581
213,0,0,2019-02-04 05:42:00,-46.58573900000007,-23.61049600000001,5,5,2019-02-04 04:42:00,0,1,1,POINT (-46.58573900000007 -23.61049600000001),95.93023255813954
211,0,0,2019-02-04 07:55:00,-46.67655200000001,-23.59551,6,6,2019-02-04 07:45:00,0,1,1,POINT (-46.67655200000001 -23.59551),95.98837209302326
210,0,0,2019-02-04 07:17:00,-46.709800000000065,-23.548988000000005,5,5,2019-02-04 05:51:00,0,1,1,POINT (-46.70980000000007 -23.548988),96.04651162790698
209,0,0,2019-02-04 04:05:00,-46.66422999999999,-23.660697999999986,5,5,2019-02-04 03:05:00,0,1,1,POINT (-46.66422999999999 -23.66069799999999),96.1046511627907
208,0,0,2019-02-04 04:40:00,-46.66853300000002,-23.52123,5,5,2019-02-04 03:41:00,0,1,1,POINT (-46.66853300000002 -23.52123),96.16279069767442
207,2,0,2019-02-04 11:13:00,-46.726093000000105,-23.782893000000037,10,5,2019-02-04 09:54:00,0,1,1,POINT (-46.72609300000011 -23.78289300000004),96.22093023255815
238,0,0,2019-02-04 08:32:00,-46.70849299999998,-23.65885200000001,5,5,2019-02-04 08:14:00,0,1,1,POINT (-46.70849299999998 -23.65885200000001),96.27906976744185
239,0,0,2019-02-04 10:51:00,-46.554654999999954,-23.52800499999997,6,5,2019-02-04 09:49:00,0,1,1,POINT (-46.55465499999995 -23.52800499999997),96.33720930232558
240,0,0,2019-02-04 10:35:00,-46.61619100000002,-23.552957,6,5,2019-02-04 10:00:00,0,1,1,POINT (-46.61619100000002 -23.552957),96.3953488372093
241,0,0,2019-02-04 04:23:00,-46.66971600000001,-23.61172699999998,5,5,2019-02-04 03:24:00,0,1,1,POINT (-46.66971600000001 -23.61172699999998),96.45348837209302
279,0,0,2019-02-04 14:24:00,-46.542488999999975,-23.60376900000003,5,5,2019-02-04 13:25:00,0,1,1,POINT (-46.54248899999997 -23.60376900000003),96.51162790697674
278,0,0,2019-02-04 04:39:00,-46.66312999999993,-23.45367400000002,5,5,2019-02-04 03:37:00,0,1,1,POINT (-46.66312999999993 -23.45367400000002),96.56976744186046
277,0,0,2019-02-04 03:29:00,-46.59583599999997,-23.52932800000001,5,5,2019-02-04 02:30:00,0,1,1,POINT (-46.59583599999997 -23.52932800000001),96.62790697674419
276,0,0,2019-02-04 07:37:00,-46.584905,-23.424677999999986,5,5,2019-02-04 06:43:00,0,1,1,POINT (-46.584905 -23.42467799999999),96.68604651162791
275,0,0,2019-02-04 07:38:00,-46.690210000000036,-23.486785999999977,5,5,2019-02-04 05:57:00,0,1,1,POINT (-46.69021000000004 -23.48678599999998),96.74418604651163
270,0,0,2019-02-04 03:31:00,-46.669350262295026,-23.51541786885248,6,5,2019-02-04 02:31:00,0,1,1,POINT (-46.66935026229503 -23.51541786885248),96.80232558139535
269,0,0,2019-02-04 21:56:00,-46.685752999999984,-23.509263000000008,5,5,2019-02-04 21:19:00,0,1,1,POINT (-46.68575299999998 -23.50926300000001),96.86046511627907
262,0,0,2019-02-04 09:59:00,-46.71489799999997,-23.78803900000001,6,6,2019-02-04 09:16:00,0,1,1,POINT (-46.71489799999997 -23.78803900000001),96.9186046511628
260,0,0,2019-02-04 07:32:00,-46.37758399999999,-23.484751,5,5,2019-02-04 06:37:00,0,1,1,POINT (-46.37758399999999 -23.484751),96.97674418604652
258,0,0,2019-02-04 04:04:00,-46.73733899999995,-23.508092999999985,5,5,2019-02-04 03:05:00,0,1,1,POINT (-46.73733899999995 -23.50809299999998),97.03488372093024
257,0,0,2019-02-04 10:11:00,-46.61386700000002,-23.517803999999984,5,5,2019-02-04 09:14:00,0,1,1,POINT (-46.61386700000002 -23.51780399999998),97.09302325581395
256,0,0,2019-02-04 08:01:00,-46.710079,-23.572645,5,5,2019-02-04 07:58:00,0,1,1,POINT (-46.710079 -23.572645),97.15116279069767
253,0,0,2019-02-04 08:27:00,-46.56284500000002,-23.519385,5,5,2019-02-04 08:08:00,0,1,1,POINT (-46.56284500000002 -23.519385),97.20930232558139
250,0,0,2019-02-04 03:58:00,-46.59970100000007,-23.508941000000032,5,5,2019-02-04 02:58:00,0,1,1,POINT (-46.59970100000007 -23.50894100000003),97.26744186046511
248,0,0,2019-02-04 06:34:00,-46.66407100000002,-23.73425300000001,5,5,2019-02-04 05:34:00,0,1,1,POINT (-46.66407100000002 -23.73425300000001),97.32558139534883
243,0,0,2019-02-04 07:43:00,-46.649387999999924,-23.51699200000002,5,5,2019-02-04 06:02:00,0,1,1,POINT (-46.64938799999992 -23.51699200000002),97.38372093023256
242,0,0,2019-02-04 09:15:00,-46.72772399999999,-23.514773999999992,5,5,2019-02-04 08:18:00,0,1,1,POINT (-46.72772399999999 -23.51477399999999),97.44186046511628
206,0,0,2019-02-04 05:25:00,-46.61886199999997,-23.508583000000023,5,5,2019-02-04 04:26:00,0,1,1,POINT (-46.61886199999997 -23.50858300000002),97.5
201,0,0,2019-02-04 13:11:00,-46.47140499999993,-23.54193800000001,5,5,2019-02-04 12:12:00,0,1,1,POINT (-46.47140499999993 -23.54193800000001),97.55813953488372
88,0,0,2019-02-04 09:53:00,-46.60840099999998,-23.531627999999994,5,5,2019-02-04 09:15:00,0,1,1,POINT (-46.60840099999998 -23.53162799999999),97.61627906976744
106,0,0,2019-02-04 04:23:00,-46.66750099999993,-23.567790999999968,5,5,2019-02-04 03:24:00,0,1,1,POINT (-46.66750099999993 -23.56779099999997),97.67441860465117
130,0,0,2019-02-04 03:21:00,-46.700251000000044,-23.572079000000013,5,5,2019-02-04 02:22:00,0,1,1,POINT (-46.70025100000004 -23.57207900000001),97.73255813953489
126,0,0,2019-02-04 04:18:00,-46.67652200000005,-23.608612,5,5,2019-02-04 03:18:00,0,1,1,POINT (-46.67652200000005 -23.608612),97.79069767441861
125,0,0,2019-02-04 09:28:00,-46.665684000000006,-23.551350000000006,5,5,2019-02-04 09:17:00,0,1,1,POINT (-46.66568400000001 -23.55135000000001),97.84883720930233
123,0,0,2019-02-04 03:48:00,-46.56567799999996,-23.52449200000001,5,5,2019-02-04 02:47:00,0,1,1,POINT (-46.56567799999996 -23.52449200000001),97.90697674418605
119,0,0,2019-02-04 04:39:00,-46.67135800000004,-23.52036100000002,5,5,2019-02-04 03:40:00,0,1,1,POINT (-46.67135800000004 -23.52036100000002),97.96511627906976
113,0,0,2019-02-04 09:58:00,-46.72471700000003,-23.426501000000005,5,5,2019-02-04 09:04:00,0,1,1,POINT (-46.72471700000003 -23.42650100000001),98.02325581395348
109,0,0,2019-02-04 07:40:00,-46.446575,-23.604434,5,5,2019-02-04 06:41:00,0,1,1,POINT (-46.446575 -23.604434),98.0813953488372
108,0,0,2019-02-04 07:10:00,-46.66980400000007,-23.515713,5,5,2019-02-04 06:10:00,0,1,1,POINT (-46.66980400000007 -23.515713),98.13953488372093
103,0,0,2019-02-04 04:08:00,-46.600069999999974,-23.535530000000033,5,5,2019-02-04 03:08:00,0,1,1,POINT (-46.60006999999997 -23.53553000000003),98.19767441860465
199,0,0,2019-02-04 07:23:00,-46.607409000000025,-23.532844999999966,5,5,2019-02-04 06:23:00,0,1,1,POINT (-46.60740900000003 -23.53284499999997),98.25581395348837
102,0,0,2019-02-04 07:25:00,-46.58185199999993,-23.56043700000004,6,6,2019-02-04 06:05:00,0,1,1,POINT (-46.58185199999993 -23.56043700000004),98.31395348837209
100,0,0,2019-02-04 05:04:00,-46.68609199999995,-23.75604500000001,5,5,2019-02-04 04:05:00,0,1,1,POINT (-46.68609199999995 -23.75604500000001),98.37209302325581
99,0,0,2019-02-04 10:32:00,-46.65024200000003,-23.536905,5,5,2019-02-04 09:32:00,0,1,1,POINT (-46.65024200000003 -23.536905),98.43023255813954
96,0,0,2019-02-04 09:45:00,-46.74768400000002,-23.51982600000001,5,5,2019-02-04 09:26:00,0,1,1,POINT (-46.74768400000002 -23.51982600000001),98.48837209302326
95,0,0,2019-02-04 19:11:00,-46.714382000000064,-23.658975000000037,6,5,2019-02-04 18:12:00,0,1,1,POINT (-46.71438200000006 -23.65897500000004),98.54651162790698
94,0,0,2019-02-04 21:22:00,-46.764561999999984,-23.593000999999976,6,5,2019-02-04 20:23:00,0,1,1,POINT (-46.76456199999998 -23.59300099999998),98.6046511627907
93,0,0,2019-02-04 06:05:00,-46.72911100000007,-23.515516,5,5,2019-02-04 05:05:00,0,1,1,POINT (-46.72911100000007 -23.515516),98.66279069767442
89,0,0,2019-02-04 10:53:00,-46.694137999999974,-23.51313800000002,5,5,2019-02-04 09:54:00,0,1,1,POINT (-46.69413799999997 -23.51313800000002),98.72093023255815
135,0,0,2019-02-04 04:55:00,-46.70152899999997,-23.67727199999998,5,5,2019-02-04 03:56:00,0,1,1,POINT (-46.70152899999997 -23.67727199999998),98.77906976744185
143,0,0,2019-02-04 03:38:00,-46.682985999999964,-23.733381000000005,5,5,2019-02-04 02:38:00,0,1,1,POINT (-46.68298599999996 -23.733381),98.83720930232558
144,0,0,2019-02-04 14:30:00,-46.62451599999999,-23.513468000000024,5,5,2019-02-04 13:31:00,0,1,1,POINT (-46.62451599999999 -23.51346800000002),98.8953488372093
145,0,0,2019-02-04 17:11:00,-46.724692,-23.42687799999999,6,5,2019-02-04 16:58:00,0,1,1,POINT (-46.724692 -23.42687799999999),98.95348837209302
196,0,0,2019-02-04 04:40:00,-46.55939399999993,-23.52141400000004,6,5,2019-02-04 03:20:00,0,1,1,POINT (-46.55939399999993 -23.52141400000004),99.01162790697674
195,0,0,2019-02-04 18:47:00,-46.69345100000007,-23.512934999999977,6,5,2019-02-04 17:47:00,0,1,1,POINT (-46.69345100000007 -23.51293499999998),99.06976744186046
194,0,0,2019-02-04 07:37:00,-46.60594199999999,-23.543545,5,5,2019-02-04 06:41:00,0,1,1,POINT (-46.60594199999999 -23.543545),99.12790697674419
190,0,0,2019-02-04 04:19:00,-46.456224999999954,-23.53805499999999,5,5,2019-02-04 03:19:00,0,1,1,POINT (-46.45622499999995 -23.53805499999999),99.18604651162791
187,0,0,2019-02-04 10:21:00,-46.40128800000002,-23.487568999999965,5,5,2019-02-04 09:22:00,0,1,1,POINT (-46.40128800000002 -23.48756899999997),99.24418604651163
185,0,0,2019-02-04 07:56:00,-46.649863,-23.696337,5,5,2019-02-04 07:39:00,0,1,1,POINT (-46.649863 -23.696337),99.30232558139535
182,0,0,2019-02-04 02:47:00,-46.61138400000002,-23.62102900000001,6,5,2019-02-04 02:22:00,0,1,1,POINT (-46.61138400000002 -23.62102900000001),99.36046511627907
174,0,0,2019-02-04 03:22:00,-46.67922899999998,-23.69496699999998,5,5,2019-02-04 02:22:00,0,1,1,POINT (-46.67922899999998 -23.69496699999998),99.4186046511628
172,0,0,2019-02-04 07:39:00,-46.71090499999993,-23.545372000000032,5,5,2019-02-04 06:19:00,0,1,1,POINT (-46.71090499999993 -23.54537200000003),99.47674418604652
164,0,0,2019-02-04 04:11:00,-46.602957000000046,-23.52219100000001,5,5,2019-02-04 03:12:00,0,1,1,POINT (-46.60295700000005 -23.52219100000001),99.53488372093024
163,0,0,2019-02-04 05:19:00,-46.62393400000003,-23.510044000000033,5,5,2019-02-04 04:18:00,0,1,1,POINT (-46.62393400000003 -23.51004400000003),99.59302325581395
162,0,0,2019-02-04 07:32:00,-46.713456999999906,-23.546110000000034,5,5,2019-02-04 05:52:00,0,1,1,POINT (-46.71345699999991 -23.54611000000003),99.65116279069767
160,0,0,2019-02-04 05:22:00,-46.60600400000007,-23.54369500000001,5,5,2019-02-04 04:22:00,0,1,1,POINT (-46.60600400000007 -23.54369500000001),99.70930232558139
154,0,0,2019-02-04 07:19:00,-46.72790200000002,-23.57876299999999,6,5,2019-02-04 06:34:00,0,1,1,POINT (-46.72790200000002 -23.57876299999999),99.76744186046511
151,0,0,2019-02-04 07:25:00,-46.58214700000005,-23.563722000000034,5,5,2019-02-04 06:05:00,0,1,1,POINT (-46.58214700000005 -23.56372200000003),99.82558139534883
149,0,0,2019-02-04 03:48:00,-46.56030999999998,-23.523985000000017,5,5,2019-02-04 02:47:00,0,1,1,POINT (-46.56030999999998 -23.52398500000002),99.88372093023256
146,0,0,2019-02-04 10:11:00,-46.586184,-23.52304700000001,5,5,2019-02-04 09:15:00,0,1,1,POINT (-46.586184 -23.52304700000001),99.94186046511628
1,0,0,2019-02-04 05:32:00,-46.59784599999999,-23.589049,5,5,2019-02-04 04:32:00,0,1,1,POINT (-46.59784599999999 -23.589049),100.0
